complaint_id,category,amount_inr,hour_of_day,mule_hops,lead_time_minutes,nearest_cluster,station,officer,phone,lat,lng,hist_density,predicted_risk_score
NCRP-2026-10130,Investment / Ponzi Fraud,46161,19,2,49,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.64088,77.21545,78.5,47.4
NCRP-2026-10131,Investment / Ponzi Fraud,55654,3,4,26,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.60889,77.08794,71.4,42.0
NCRP-2026-10132,UPI / QR Code Scam,17876,4,1,20,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63946,77.23231,79.03,53.6
NCRP-2026-10133,Loan App Extortion,48126,16,3,53,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62106,77.20361,82.7,46.2
NCRP-2026-10134,Impersonation / Vishing,12654,0,1,21,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57952,77.32343,84.86,54.7
NCRP-2026-10135,Investment / Ponzi Fraud,10876,17,4,24,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63768,77.23247,90.35,43.2
NCRP-2026-10136,Impersonation / Vishing,65955,17,1,39,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62928,77.26979,92.29,60.5
NCRP-2026-10137,Part-Time Job / Task Fraud,154671,9,1,36,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62909,77.28426,88.8,65.6
NCRP-2026-10138,Impersonation / Vishing,66429,18,4,35,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63881,77.27888,80.6,44.3
NCRP-2026-10139,UPI / QR Code Scam,110659,15,3,46,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63795,77.26439,89.21,54.2
NCRP-2026-10140,Investment / Ponzi Fraud,125821,12,3,42,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.61562,77.08691,66.12,47.5
NCRP-2026-10141,UPI / QR Code Scam,57058,14,2,12,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.70871,77.12357,79.25,50.5
NCRP-2026-10142,Investment / Ponzi Fraud,19222,13,2,24,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.58877,77.32633,80.49,50.9
NCRP-2026-10143,Part-Time Job / Task Fraud,42379,10,3,30,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.62237,77.07475,72.72,42.4
NCRP-2026-10144,Loan App Extortion,13697,14,1,25,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.63647,77.09513,71.24,47.3
NCRP-2026-10145,Part-Time Job / Task Fraud,26764,14,2,26,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63482,77.26376,94.06,53.5
NCRP-2026-10146,UPI / QR Code Scam,19992,11,1,24,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63768,77.20884,75.63,50.2
NCRP-2026-10147,Impersonation / Vishing,49950,23,2,26,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49872,77.10068,72.82,49.6
NCRP-2026-10148,Part-Time Job / Task Fraud,57206,9,3,19,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49827,77.08388,64.57,42.5
NCRP-2026-10149,Part-Time Job / Task Fraud,92913,18,2,45,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.70743,77.11818,73.21,52.2
NCRP-2026-10150,Investment / Ponzi Fraud,19827,4,2,10,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.61721,77.10754,69.77,47.1
NCRP-2026-10151,Impersonation / Vishing,17334,20,2,27,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.55984,77.32852,81.91,47.5
NCRP-2026-10152,Loan App Extortion,26021,13,1,65,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.50403,77.09405,65.67,45.7
NCRP-2026-10153,Impersonation / Vishing,46600,1,2,25,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62338,77.21201,84.53,52.2
NCRP-2026-10154,UPI / QR Code Scam,20556,1,4,12,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.70345,77.11273,74.95,40.1
NCRP-2026-10155,UPI / QR Code Scam,173070,14,1,30,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63241,77.2101,72.66,64.7
NCRP-2026-10156,UPI / QR Code Scam,23962,20,1,42,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62641,77.28422,88.62,57.1
NCRP-2026-10157,Investment / Ponzi Fraud,33975,1,4,14,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.65013,77.27184,85.8,49.2
NCRP-2026-10158,Part-Time Job / Task Fraud,51801,19,1,58,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.50171,77.09242,76.77,50.2
NCRP-2026-10159,Impersonation / Vishing,17615,6,1,32,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.72135,77.12889,77.85,50.6
NCRP-2026-10160,Impersonation / Vishing,56617,0,2,24,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57176,77.31025,79.15,53.4
NCRP-2026-10161,Loan App Extortion,42526,3,1,33,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.62098,77.0814,70.35,48.7
NCRP-2026-10162,Investment / Ponzi Fraud,10016,10,2,21,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57321,77.33181,82.58,51.7
NCRP-2026-10163,UPI / QR Code Scam,80172,23,1,12,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.61428,77.27667,85.55,61.3
NCRP-2026-10164,Impersonation / Vishing,295643,16,1,18,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71348,77.11483,77.0,74.9
NCRP-2026-10165,Impersonation / Vishing,32924,21,3,24,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.58911,77.31506,77.88,43.9
NCRP-2026-10166,Impersonation / Vishing,48319,0,1,34,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56941,77.32163,77.94,53.6
NCRP-2026-10167,Part-Time Job / Task Fraud,103009,22,1,79,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63503,77.26162,92.67,62.8
NCRP-2026-10168,UPI / QR Code Scam,40758,20,4,11,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.5639,77.31502,79.86,44.7
NCRP-2026-10169,Part-Time Job / Task Fraud,143191,7,2,22,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.62323,77.08622,68.21,55.9
NCRP-2026-10170,Impersonation / Vishing,117048,4,2,47,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.61421,77.21571,85.17,59.2
NCRP-2026-10171,Investment / Ponzi Fraud,40989,3,1,31,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.63172,77.06833,70.19,50.0
NCRP-2026-10172,UPI / QR Code Scam,25397,5,1,41,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62691,77.28679,91.98,58.3
NCRP-2026-10173,Part-Time Job / Task Fraud,16470,3,3,21,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.70985,77.10468,78.85,42.1
NCRP-2026-10174,Loan App Extortion,16049,12,2,15,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63108,77.21612,82.92,50.9
NCRP-2026-10175,Impersonation / Vishing,34604,17,4,9,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62313,77.28418,87.82,46.2
NCRP-2026-10176,Impersonation / Vishing,24949,14,1,22,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.64674,77.28327,82.83,52.3
NCRP-2026-10177,Loan App Extortion,25689,12,1,17,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63227,77.2863,85.89,55.4
NCRP-2026-10178,Investment / Ponzi Fraud,49070,0,2,41,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57549,77.32996,82.01,49.8
NCRP-2026-10179,Investment / Ponzi Fraud,93499,11,2,24,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57244,77.32765,74.6,52.4
NCRP-2026-10180,Part-Time Job / Task Fraud,57722,1,2,32,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63757,77.22137,87.82,55.9
NCRP-2026-10181,Loan App Extortion,66719,15,1,41,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.62852,77.09418,70.51,50.2
NCRP-2026-10182,Loan App Extortion,22244,4,2,22,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.64119,77.22165,77.28,49.8
NCRP-2026-10183,Loan App Extortion,22772,19,2,65,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.5665,77.32843,81.83,47.3
NCRP-2026-10184,UPI / QR Code Scam,13016,12,2,29,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.61535,77.08777,77.23,45.7
NCRP-2026-10185,Loan App Extortion,55593,14,4,31,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57014,77.32503,80.31,46.7
NCRP-2026-10186,Investment / Ponzi Fraud,246233,10,2,34,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57516,77.31845,78.19,68.5
NCRP-2026-10187,Loan App Extortion,46498,12,3,20,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62618,77.28347,82.8,47.9
NCRP-2026-10188,UPI / QR Code Scam,17163,3,1,24,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.61254,77.06482,68.0,47.1
NCRP-2026-10189,Impersonation / Vishing,24183,13,1,45,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.48739,77.08236,64.79,46.9
NCRP-2026-10190,Part-Time Job / Task Fraud,12380,17,3,29,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63289,77.21535,77.48,42.2
NCRP-2026-10191,Part-Time Job / Task Fraud,116911,20,1,12,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.7074,77.1158,72.88,61.7
NCRP-2026-10192,UPI / QR Code Scam,20609,16,2,29,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49877,77.08387,69.39,44.8
NCRP-2026-10193,Part-Time Job / Task Fraud,14651,21,2,16,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62554,77.29033,88.25,53.7
NCRP-2026-10194,UPI / QR Code Scam,57453,13,2,14,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57271,77.33743,77.77,51.2
NCRP-2026-10195,Investment / Ponzi Fraud,62630,21,1,23,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.697,77.10662,75.89,54.6
NCRP-2026-10196,Impersonation / Vishing,24962,19,2,43,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62537,77.28212,91.24,52.0
NCRP-2026-10197,UPI / QR Code Scam,156532,7,4,27,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71192,77.10919,72.06,51.1
NCRP-2026-10198,Loan App Extortion,40046,17,1,13,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62735,77.22636,80.95,54.9
NCRP-2026-10199,Loan App Extortion,89953,14,1,28,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.63689,77.09644,75.83,60.7
NCRP-2026-10200,Impersonation / Vishing,123741,10,4,23,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.61787,77.28768,86.39,55.7
NCRP-2026-10201,UPI / QR Code Scam,90121,13,1,31,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71149,77.12225,75.96,58.6
NCRP-2026-10202,Loan App Extortion,116822,22,1,20,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.5623,77.32943,79.11,62.3
NCRP-2026-10203,Investment / Ponzi Fraud,20376,8,3,71,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49676,77.08667,69.4,36.8
NCRP-2026-10204,Part-Time Job / Task Fraud,24673,21,3,16,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.48458,77.09817,65.98,38.8
NCRP-2026-10205,UPI / QR Code Scam,31381,14,1,15,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62588,77.27401,96.06,60.2
NCRP-2026-10206,UPI / QR Code Scam,60275,19,2,23,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.62513,77.08761,69.3,50.4
NCRP-2026-10207,Loan App Extortion,110640,14,1,48,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71411,77.10995,69.73,57.5
NCRP-2026-10208,Impersonation / Vishing,113663,22,1,12,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63376,77.22267,76.29,62.1
NCRP-2026-10209,UPI / QR Code Scam,15867,19,1,22,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57282,77.32549,77.73,50.1
NCRP-2026-10210,UPI / QR Code Scam,91713,19,4,47,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63307,77.21924,90.23,48.9
NCRP-2026-10211,Investment / Ponzi Fraud,15075,8,1,10,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63444,77.23141,80.81,51.9
NCRP-2026-10212,Impersonation / Vishing,13333,7,3,14,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63674,77.22892,79.98,46.3
NCRP-2026-10213,Investment / Ponzi Fraud,52589,20,1,19,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57716,77.33282,84.89,56.2
NCRP-2026-10214,Investment / Ponzi Fraud,30837,19,2,26,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57013,77.31704,83.73,51.2
NCRP-2026-10215,Part-Time Job / Task Fraud,23340,11,2,34,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71373,77.10821,74.17,48.2
NCRP-2026-10216,Part-Time Job / Task Fraud,121041,17,2,12,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.4812,77.08451,67.22,58.6
NCRP-2026-10217,UPI / QR Code Scam,58711,13,2,8,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57324,77.31468,77.18,53.4
NCRP-2026-10218,UPI / QR Code Scam,91122,16,1,18,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63045,77.27483,84.88,60.7
NCRP-2026-10219,Investment / Ponzi Fraud,45404,8,1,18,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71435,77.11215,78.03,53.3
NCRP-2026-10220,UPI / QR Code Scam,116963,20,1,18,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.6297,77.28914,86.07,65.8
NCRP-2026-10221,Loan App Extortion,68012,1,2,19,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63267,77.21786,78.45,53.1
NCRP-2026-10222,Impersonation / Vishing,14178,14,2,29,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56834,77.32495,73.64,48.2
NCRP-2026-10223,Impersonation / Vishing,113454,19,2,42,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.58209,77.32765,78.23,57.3
NCRP-2026-10224,Impersonation / Vishing,27480,0,1,24,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62444,77.27703,88.64,57.4
NCRP-2026-10225,Impersonation / Vishing,103411,21,3,55,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62328,77.22354,78.22,48.5
NCRP-2026-10226,Investment / Ponzi Fraud,96417,11,3,24,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.61314,77.09894,64.66,46.2
NCRP-2026-10227,Impersonation / Vishing,33464,23,1,51,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.72527,77.12296,73.77,49.2
NCRP-2026-10228,Investment / Ponzi Fraud,60654,10,2,25,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63664,77.2777,92.44,56.6
NCRP-2026-10229,Part-Time Job / Task Fraud,231292,0,1,20,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.70643,77.10483,73.1,70.9
NCRP-2026-10230,Investment / Ponzi Fraud,11988,21,3,35,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57068,77.32518,70.78,38.7
NCRP-2026-10231,Loan App Extortion,56183,8,4,23,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49236,77.09508,78.53,43.9
NCRP-2026-10232,UPI / QR Code Scam,32017,1,1,21,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.61596,77.28255,96.13,61.5
NCRP-2026-10233,Part-Time Job / Task Fraud,19030,23,4,54,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63218,77.21807,71.88,37.3
NCRP-2026-10234,Loan App Extortion,52126,18,1,45,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49291,77.09183,69.82,49.4
NCRP-2026-10235,Impersonation / Vishing,55704,21,2,15,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.50129,77.09156,69.31,50.2
NCRP-2026-10236,Loan App Extortion,11753,5,1,76,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.64343,77.27441,92.5,54.4
NCRP-2026-10237,UPI / QR Code Scam,21359,23,2,17,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57039,77.31442,83.45,51.4
NCRP-2026-10238,UPI / QR Code Scam,56079,14,2,25,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.48855,77.0719,67.39,48.4
NCRP-2026-10239,Impersonation / Vishing,28690,2,2,31,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.70771,77.10834,83.96,52.5
NCRP-2026-10240,Part-Time Job / Task Fraud,76034,14,4,48,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71958,77.11047,72.86,41.3
NCRP-2026-10241,Loan App Extortion,77445,4,1,37,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63725,77.2831,92.76,59.1
NCRP-2026-10242,Investment / Ponzi Fraud,43435,13,1,31,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.62757,77.08166,68.83,51.1
NCRP-2026-10243,Loan App Extortion,27802,7,1,38,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.61944,77.08804,71.28,50.5
NCRP-2026-10244,Investment / Ponzi Fraud,23223,6,2,18,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63106,77.26444,88.24,54.2
NCRP-2026-10245,UPI / QR Code Scam,11712,18,2,32,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.61916,77.07598,74.71,47.1
NCRP-2026-10246,Loan App Extortion,60680,17,1,55,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57405,77.32775,73.66,53.4
NCRP-2026-10247,Investment / Ponzi Fraud,18635,1,1,63,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56267,77.32044,75.37,50.5
NCRP-2026-10248,Part-Time Job / Task Fraud,72770,21,2,19,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.61809,77.28178,79.71,53.2
NCRP-2026-10249,Investment / Ponzi Fraud,51618,1,1,30,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49177,77.08814,71.4,51.7
NCRP-2026-10250,Impersonation / Vishing,34522,23,2,77,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.6304,77.21618,85.86,50.4
NCRP-2026-10251,UPI / QR Code Scam,15566,18,2,27,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.50509,77.08106,64.12,41.0
NCRP-2026-10252,Part-Time Job / Task Fraud,83653,8,1,21,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57311,77.31933,83.81,60.9
NCRP-2026-10253,Investment / Ponzi Fraud,116078,0,3,40,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62744,77.29413,87.34,53.5
NCRP-2026-10254,Impersonation / Vishing,72449,21,2,47,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62198,77.22984,84.07,55.2
NCRP-2026-10255,Impersonation / Vishing,10975,3,4,40,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.6193,77.20763,80.9,40.9
NCRP-2026-10256,Loan App Extortion,66589,19,2,17,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57098,77.33038,75.12,52.1
NCRP-2026-10257,Loan App Extortion,25433,20,1,17,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.6285,77.27884,90.92,60.0
NCRP-2026-10258,Impersonation / Vishing,192858,14,2,54,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63831,77.26649,88.72,64.4
NCRP-2026-10259,Loan App Extortion,22953,1,2,18,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62833,77.21526,81.83,50.4
NCRP-2026-10260,Part-Time Job / Task Fraud,174529,21,2,19,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49537,77.09135,65.61,59.1
